DEPTH_MD,RHOB,GR,NPHI,PEF,DTC,cluster,lithology
502.432,1.6000921726,73.166786194,,1.4983141422,159.48078918,,
502.584,1.5306323767,73.454750061,,1.1964892149,159.47157288,,
502.736,,72.939445496,,,,,
502.888,,72.70727539100001,,,,,
503.04,,71.724914551,,,,,
503.192,,70.75415802,,,,,
503.344,,70.73130798300001,,,,,
503.496,,71.042816162,,,,,
503.648,,69.149353027,,,,,
503.8,,67.80706024199999,,,,,
503.952,,68.177352905,,,,,
504.104,,70.992050171,,,,,
504.256,,74.218452454,,,,,
504.408,,74.771621704,,,,,
504.56,,71.934577942,,,,,
504.712,,66.862365723,,,,,
504.864,,63.988803864,,,,,
505.016,,64.54348754899999,,,,,
505.168,,65.661445618,,,,,
505.32,,66.222640991,,,,,
505.472,,66.926727295,,,,,
505.624,,67.963394165,,,,,
505.776,,68.044792175,,,,,
505.92800000000005,,67.83001709,,,,,
506.08,,69.14630127,,,,,
506.232,,69.463645935,,,,,
506.384,,70.38092041,,,,,
506.536,,71.207763672,,,,,
506.6880000000001,,71.47063446,,,,,
506.84,,69.795417786,,,,,
506.992,,67.314575195,,,,,
507.144,,67.362602234,,,,,
507.296,,69.265235901,,,,,
507.448,,69.24442291300001,,,,,
507.6,,68.75086975100001,,,,,
507.752,,67.929832458,,,,,
507.904,,68.83645629899999,,,,,
508.056,,69.683898926,,,,,
508.208,,71.25988006600001,,,,,
508.36,,70.913345337,,,,,
508.512,,68.18082428,,,,,
508.664,,65.449287415,,,,,
508.816,,63.437667847,,,,,
508.968,,56.078243256,,,,,
509.12,,47.532917023,,,,,
509.272,,46.903892517,,,,,
509.424,,46.555793762,,,,,
509.576,,46.767017365,,,,,
509.728,,47.353469849,,,,,
509.88,,47.233181,,,,,
510.032,,45.187213898,,,,,
510.184,,43.500205994,,,,,
510.336,,43.031116486,,,,,
510.48800000000006,,45.348743439,,,,,
510.64,,47.3322258,,,,,
510.792,,49.629520416000005,,,,,
510.944,,49.574428558,,,,,
511.096,,47.61817932100001,,,,,
511.2480000000001,,45.346504211,,,,,
511.4,,44.060260773,,,,,
511.552,,43.700721741,,,,,
511.704,,43.939163208,,,,,
511.856,,44.425022125,,,,,
512.008,,45.35883712800001,,,,,
512.16,,47.110797882,,,,,
512.312,,46.935848236000005,,,,,
512.464,,45.248882294,,,,,
512.616,,43.502422333,,,,,
512.768,,43.932159424,,,,,
512.92,,45.38526535,,,,,
513.072,,45.561843872,,,,,
513.224,,43.311786652,,,,,
513.376,,41.058921814,,,,,
513.528,,41.285503387,,,,,
513.68,,41.377182007,,,,,
513.832,,40.797706604,,,,,
513.984,,39.164260864,,,,,
514.136,,38.189651489,,,,,
514.288,,39.184429169,,,,,
514.44,,40.855255127,,,,,
514.592,,42.664852142,,,,,
514.744,,44.335220337,,,,,
514.896,,45.041297913,,,,,
515.048,,45.362266541,,,,,
515.2,,44.95813369800001,,,,,
515.352,,46.217220306,,,,,
515.504,,48.377365112,,,,,
515.656,,50.534870148,,,,,
515.808,,53.796821594,,,,,
515.96,,54.994678497,,,,,
516.112,,55.753669739,,,,,
516.264,,55.529060364,,,,,
516.4159999999998,,56.589431763,,,,,
516.568,1.5287154913,57.331123352,,1.5653215647,159.37898254,,
516.72,1.6214594841,57.011470795,,1.7301373482,159.37945557,,
516.872,1.7441164255,55.4414711,,1.88047719,159.37991333,,
517.024,1.8280259371,53.871292114,,2.0005319118,159.38038635,,
517.1759999999998,1.8750691414,54.786128998,,1.940529108,159.38084412,,
517.328,1.8568086624,57.011642456,,1.7908409834,159.38130188,,
517.48,1.818392992,59.601665497,,1.6910473108,159.3817749,,
517.632,1.7816305161,59.921897888,,1.705930233,159.37994385,,
517.784,1.7745882273,58.308982849,,1.8366874456,159.37884521,,
517.936,1.833368063,57.625015259,,2.0403356552000003,159.38093567,,
518.0880000000002,1.8867368698,58.591941833,,2.1686973572,159.37997437,,
518.24,1.93080163,58.404342651,,2.1025187969,159.37805176,,
518.3919999999998,1.9134956598,58.120727539,,1.8536193371,159.37850952,,
518.544,1.8322758675,58.326068878,,1.7937768697999998,159.37896729,,
518.696,1.7252616882,60.080410004,,1.7202677727000002,159.37944031,,
518.8480000000002,1.7045669556,60.786762238,,1.7605516911,159.37989807,,
519.0,1.7428766488999998,62.93696212800001,,1.72668612,159.38037109,,
519.1519999999998,1.8386147022,64.395751953,,1.8540551662,159.38082886,,
519.304,1.8894393444,64.78815460199999,,1.9989066124,159.38128662,,
519.456,1.9210743904,63.019432068,,2.1366651058,159.38175964,,
519.6080000000002,1.9586596489,59.244121552,,2.2563874722,159.38008118,,
519.76,1.9921387434,57.028835297,,2.2566215992,159.37878418,,
519.9119999999998,2.0101342201,56.313949585,,2.2682135105000003,159.38085938,,
520.064,2.0110242367,56.729656219,,2.1617708206,159.38011169,,
520.216,2.0029726028,60.411140442,,2.0586960316,159.37844849,,
520.368,1.978022337,63.88224411,,1.9770436287,159.37983704,,
520.52,1.9695761204,65.789154053,,2.0031447411000003,159.38122559,,
520.672,1.9646967649,64.461120605,,2.0643732548,159.38015747,,
520.8240000000002,1.9711353779,63.891483307,,2.1407535076,159.37805176,,
520.976,1.9847842455,66.441642761,,2.11155653,159.37857056,,
521.128,1.9929578304,67.85766601600001,,2.0714018345,159.37908936,,
521.28,1.9956104755,69.108314514,,2.1347513199,159.37962341,,
521.432,1.9871506691,67.833129883,,2.165266037,159.38014221,,
521.5840000000002,1.9847298861,66.235061646,,2.2038803101,159.38066101,,
521.736,1.973477006,62.13739395100001,,2.1229813099,159.38117981,,
521.888,1.9595248699,59.912437439,,2.0948164463,159.38169861,,
522.04,1.9520068169,60.990524292,,2.1429457664,159.38026428,,
522.192,1.9591423273,62.64971542399999,,2.19227314,159.37016296,,
522.344,1.9742660522,62.995159149,,2.2542984486,159.35173035,,
522.496,1.9842684269,61.033588409,,2.2207603455,159.33331299,,
522.648,1.9835288525,60.270214081000006,,2.228869915,159.3449707,,
522.8,1.9832892418,61.801170349,,2.1911606789,159.35369873,,
522.952,1.9754763842,62.886234283,,2.1733522415,159.31863403,,
523.104,1.9708272219,62.568702698,,2.0524666309,159.31967163,,
523.256,1.9403960705,64.022171021,,2.005614996,159.32072449,,
523.408,1.9161849022,67.161849976,,1.987383008,159.32176208,,
523.56,1.9025259018,70.453689575,,1.9676212072,159.320755,,
523.712,1.9060205221,71.410842896,,1.9295300245,159.31983948,,
523.864,1.9198999405,70.248046875,,1.9605923891,159.32078552,,
524.016,1.9203094244,71.058387756,,2.1153850555,159.31835938,,
524.168,1.9254986048,73.968902588,,2.2843976021,159.31874084,,
524.32,1.9414764643,76.93585968,,2.2892549038,159.31910706,,
524.472,1.952054143,81.637672424,,2.2356390953,159.31948853,,
524.624,1.9607391357,83.52368927,,2.2097945213,159.31987,,
524.776,1.9680671692,83.490959167,,2.2004585266,159.32025146,,
524.928,1.9713977575,80.92073059100001,,2.2156841755000003,159.32063293,,
525.08,1.9777362347,80.86391449,,2.2429220676,159.3210144,,
525.232,1.9695401192,82.251808167,,2.2362365723,159.32139587,,
525.384,1.9674822092,84.353240967,,2.2960987091,159.32177734,,
525.536,1.9648221731,84.70904541,,2.2708282471,159.32215881,,
525.688,1.9764150381,83.076316833,,2.326649189,159.32165527,,
525.84,1.9866602421,77.790473938,,2.2670133114,159.31956482,,
525.992,1.9916180372,75.800216675,,2.3301236629,159.31834412,,
526.144,1.9970999956,74.055412292,,2.2831623554,159.31872559,,
526.2959999999998,1.9974211454,74.583091736,,2.3321862221000003,159.31910706,,
526.448,2.0015661716,71.163139343,,2.2799172401,159.31948853,,
526.6,1.99480474,68.941268921,,2.287801981,159.31985474,,
526.752,1.9895796776,69.159439087,,2.2692918777,159.32023621,,
526.904,1.9785817862,71.98511505100001,,2.2987298965000003,159.32061768,,
527.056,1.962952733,75.963790894,,2.3305094242,159.32099915,,
527.2080000000002,1.9638500214,75.58441925,,2.3373165131,159.32138062,,
527.36,1.9636861086,80.658256531,,2.3277685642,159.32176208,,
527.512,1.9793257713,79.06112670899999,,2.3600959778,159.32214355,,
527.664,1.9755579233,84.193695068,,2.3736057281,159.32173157,,
527.816,1.9743715525,80.27419281,,2.3407251835,159.31964111,,
527.9680000000002,1.9689065218,85.407661438,,2.3133499622,159.31832886,,
528.12,1.9718976021,84.73147583,,2.2836675644,159.31871033,,
528.2719999999998,1.9778078794,87.553642273,,2.2978827953,159.3190918,,
528.424,1.9873287678,81.483825684,,2.3277072906,159.31947327,,
528.576,1.9882477522,80.753059387,,2.3147547245,159.31985474,,
528.7280000000002,1.9859517813,73.882453918,,2.3240156174,159.32023621,,
528.88,1.9715536833,74.13981628399999,,2.3168914318,159.32060242,,
529.0319999999998,1.9645645618,71.957199097,,2.3404467106,159.32098389,,
529.184,1.9521778822,72.97518158,,2.3750314713,159.32136536,,
529.336,1.9569880962,71.38873291,,2.3768963814,159.32174683,,
529.488,1.9560893774,67.775764465,,2.3686497211,159.3221283,,
529.64,1.9550842047,70.209259033,,2.3260457516,159.32180786,,
529.7919999999998,1.9531104565,72.94768524199999,,2.3066205978,159.31970215,,
529.944,1.9551026821,74.85955047600001,,2.3104281425,159.31611633,,
530.096,1.956099987,68.937820435,,2.2832000256,159.3086853,,
530.248,1.9512132406,65.945632935,,2.2617564201,159.30125427,,
530.4,1.9443371296,65.502349854,,2.1684918404,159.29382324,,
530.552,1.9336857796,68.47592926,,2.1428000927,159.28639221,,
530.7040000000002,1.9258832932,67.88167572,,2.1154878139,159.27896118,,
530.856,1.9325120449,68.306838989,,2.1962225437000003,159.27153015,,
531.008,1.9441176653,64.990112305,,2.2280085087,159.26409912,,
531.16,1.9500923157,67.269165039,,2.1844248772,159.25897217,,
531.312,1.9243518114,66.027435303,,2.1663694382,159.26036072,,
531.464,1.9209682941,67.647743225,,2.1583843231,159.26176453,,
531.616,1.9199261665,66.10509491,,2.3027050495,159.26226807,,
531.768,1.9540838003,65.091369629,,2.3199045658,159.26017761,,
531.92,1.9644942284,64.154556274,,2.3657226563,159.25869751,,
532.072,1.9619991779,62.253726959,,2.3086678982,159.25907898,,
532.224,1.9553505182,63.361305237,,2.2972564697,159.25946045,,
532.376,1.9419411421,57.943416595,,2.2612605095,159.25984192,,
532.528,1.9619938135,58.437187195,,2.2635362148,159.26022339,,
532.68,1.9619448185,55.065921783,,2.2842407227,159.26060486,,
532.832,1.98610425,59.402843475,,2.3037786484,159.26098633,,
532.984,1.9919563532,60.218925476,,2.2731556892,159.26136780000004,,
533.136,1.9958957434,60.63502121,,2.2881760597,159.26174927,,
533.288,1.9933595657,61.83751297,,2.2854151726,159.26213074,,
533.44,1.9977231026,57.577495575,,2.3808391094,159.26251221,,
533.592,1.9989396334,61.863925934,,2.4325540066,159.2618866,,
533.744,2.007245779,63.093296051,,2.3953022957,159.25875854,,
533.896,2.0096685886000003,64.586975098,,2.2940225601,159.25946045,,
534.048,2.0006694794,62.736820221,,2.1287941933,159.26014709,,
534.2,1.9809548855,62.042140961,,2.0718581676,159.260849,,
534.352,1.9695876837,65.58972168,,2.0104930401,159.2615509,,
534.504,1.9678763151,66.856452942,,2.0581917763,159.26223755,,
534.656,1.9687210321,66.246696472,,2.0606575012,159.26196289,,
534.808,1.9687999487,66.359703064,,2.0928359032,159.2587738,,
534.96,1.9741134644,64.084693909,,2.1207070351,159.25961304,,
535.112,1.9745999575,66.215843201,,2.2086756229,159.26045227,,
535.264,1.9807937145,65.81129455600001,,2.2683491707,159.26127625,,
535.4159999999998,1.9982923269,68.928657532,,2.3089082241,159.26211548,,
535.568,2.0230004787,67.212554932,,2.2913110256,159.26202393,,
535.72,2.0218789577000003,71.288658142,,2.2749247551,159.25872803,,
535.872,2.0074565411000003,73.831756592,,2.2875339985,159.25942993,,
536.024,2.0094003677,76.81128692600001,,2.2978069782,159.26013184,,
536.1759999999998,2.020270586,75.78263855,,2.3547382355,159.26081848,,
536.328,2.0180203915,75.067344666,,2.3124864101,159.26152039,,
536.48,2.0123512745,75.889595032,,2.2927196026,159.26222229,,
536.632,2.0065555573,73.560913086,,2.2390136719,159.26210022,,
536.784,2.0006828308,75.018569946,,2.2048032284,159.25874329,,
536.936,1.9982367754,74.809188843,,2.2183969021000003,159.25958252,,
537.0880000000002,2.0015172958000003,80.850311279,,2.2378456593,159.26042175,,
537.24,2.0105040073,81.30393981899999,,2.2881522179,159.26126099,,
537.3919999999998,2.0116999149,80.976852417,,2.2522480488,159.26208496,,
537.544,2.0083014965,76.14477539100001,,2.263092041,159.26217651,,
537.696,2.0078001022,72.071098328,,2.2588236332,159.25871277,,
537.8480000000002,2.0129098892,72.049674988,,2.2916662693000003,159.25939941,,
538.0,2.0170674324,73.420150757,,2.256401062,159.26010132,,
538.1519999999998,2.0091643333,77.390914917,,2.2382056713,159.26080322,,
538.304,2.001106739,80.574371338,,2.2429945469,159.26150513,,
538.456,2.0017111301,84.26147460899999,,2.300914526,159.26219177,,
538.6080000000002,2.0053257942,85.718612671,,2.2988989353,159.26225281,,
538.76,2.0108308792,85.71559906,,2.2869505882,159.25604248,,
538.9119999999998,2.0100896358,85.263748169,,2.2355206013,159.23622131,,
539.064,2.0163924694,84.817733765,,2.2347979546000003,159.21640015,,
539.216,2.011027813,86.224533081,,2.2034416199,159.19924927,,
539.368,1.998292923,85.712562561,,2.154633522,159.20133972,,
539.52,1.9846292734,86.76608276399998,,2.1317641735,159.20271301,,
539.672,1.9808142185,83.34853363,,2.1500999928,159.19906616,,
539.8240000000002,1.9885700941,83.82094574,,2.2063012123,159.19976807,,
539.976,1.9999859333,79.190307617,,2.2426769733,159.20046997,,
540.128,1.9971227646,77.257514954,,2.2642047405000003,159.20117188,,
540.28,1.9880248308,76.54750061,,2.2788083553,159.20187378,,
540.432,1.9679019451,80.544204712,,2.2395486832,159.20257568,,
540.5840000000002,1.9630813599,85.121582031,,2.2033126354,159.20278931,,
540.736,1.9637160301,89.048606873,,2.2004835606,159.19909668,,
540.888,1.9717897177,93.308509827,,2.2599453926,159.20013428,,
541.04,1.97676301,96.760887146,,2.271859169,159.20118713,,
541.192,1.983886838,95.227523804,,2.2509665489,159.20223999,,
541.344,1.9940220118,92.578330994,,2.1925964355,159.20285034,,
541.496,2.0054969788,86.28986358600002,,2.1875708103,159.19903564,,
541.648,2.0218887329,81.723060608,,2.1785328388,159.199646,,
541.8,2.0285115242,82.533172607,,2.1991784573,159.20024109,,
541.952,2.0355050564,85.970344543,,2.1476016045,159.20083618,,
542.104,2.0293292999,84.222549438,,2.1328001022,159.20144653,,
542.256,2.0227165222,83.858848572,,2.1760144234,159.20204163,,
542.408,2.0107097626,80.93472290000003,,2.2474999428,159.20263672,,
542.56,1.9955546856,81.645858765,,2.2575786114,159.20294189,,
542.712,1.9868803024,75.999656677,,2.207015276,159.19091797,,
542.864,1.983060956,75.092147827,,2.1781213284,159.05815125,,
543.016,1.9884605408,77.157852173,,2.1768300533,158.92538452,,
543.168,2.0023570061,77.493919373,,2.2216017246,158.79261780000004,,
543.32,2.0209476948,74.88131713899999,,2.2554659843,158.63948059,,
543.472,2.0433950424,70.80859375,,2.2766959667,158.10069275,,
543.624,2.0533213615,74.075408936,,2.1929101944,157.56306458,,
543.776,2.0591294765,72.797477722,,2.1585149765,156.97364807,,
543.928,2.0604999065,70.097366333,,2.1443259716,156.5239563,,
544.08,2.0604999065,68.030014038,,2.1465165615,156.66722107,,
544.232,2.0620121956,72.76097869899999,,2.0893638134,155.85299683,,
544.384,2.0595612526,77.027610779,,2.0438599586,153.90463257,,
544.536,2.0600264072,79.47051239,,1.999994278,152.44911194,,
544.688,2.054664135,80.514373779,,1.9510480165,154.12339783,,
544.84,2.0512835979,77.938400269,,1.9362637997,162.55090332,,
544.992,2.0565943718,71.474960327,,1.9812554121,163.12590027,,
545.144,2.0629673004,67.203094482,,2.0411393642,162.80166626,,
545.2959999999998,2.0645000935,64.438926697,,2.026361227,162.29214478,,
545.448,2.0645000935,66.781440735,,1.9890698195,150.49943542,,
545.6,2.0630354881,67.417350769,,1.9644881487,150.75624084,,
545.752,2.0539638996000003,68.754760742,,2.0046038628,158.00442505,,
545.904,2.0380060673,70.357460022,,2.0186645985,157.7068634,,
546.056,2.0303742886,71.157562256,,2.0360000134000003,157.35112,,
546.2080000000002,2.0335600376,70.816116333,,2.003518343,157.29112244,,
546.36,2.0393722057,65.994125366,,1.9875808954,155.68611145,,
546.512,2.0409998894,63.313983917,,1.9740440845,154.73580933,,
546.664,2.0452129841,63.191841125,,1.9736546278,162.8321991,,
546.816,2.0524487495,65.081947327,,1.9741774797,166.19781494,,
546.9680000000002,2.0477542877,66.033981323,,1.9902535677,167.99778748,,
547.12,2.0366389751,68.905189514,,2.0088202953,168.31367493,,
547.2719999999998,2.0153331757,73.535652161,,2.0576632023,164.46076965,,
547.424,1.9872676134,79.59878540000003,,2.0789330006,162.2828064,,
547.576,1.9567189217,83.613204956,,2.0596439838,165.26634216,,
547.7280000000002,1.922819972,83.587211609,,2.0725009441,169.9251709,,
547.88,1.9148019552,82.01840209999997,,2.1158833504,175.95314026,,
548.0319999999998,1.9180014133,83.009689331,,2.168589592,175.4331665,,
548.184,1.9336868525,82.61286926300001,,2.1465783119,173.91363525,,
548.336,1.9544472694,82.638923645,,2.1195149422,170.35795593,,
548.488,1.9869060516,78.395599365,,2.0778717995,167.01828003,,
548.64,2.0249049664,78.479743958,,2.0645108223,164.37467957,,
548.7919999999998,2.0556571484,74.759155273,,2.0558362007,161.75914001,,
548.944,2.0750238895,72.54216003399999,,2.0797376633,159.59796143,,
549.096,2.0722382069,70.840621948,,2.0832180977,159.21769714,,
549.248,2.0578920841,72.719017029,,2.0859305859,160.32936096,,
549.4,2.0436336994,74.645812988,,2.1236665249,161.29260254,,
549.552,2.0390999317,74.978996277,,2.1951179504,160.84355164,,
549.7040000000002,2.0351982117,76.281326294,,2.2123157978,162.37736511,,
549.856,2.0241761208,79.572189331,,2.1941535473,164.37675476,,
550.008,2.0131366253,83.725570679,,2.1439304352,165.00509644,,
550.16,2.0072517395,84.94248962399999,,2.098095417,165.92893982,,
550.312,2.0058999062,83.713996887,,2.0693666935,165.71672058,,
550.464,2.0033710003,83.570808411,,2.0604999065,165.41950989,,
550.616,2.0007083416,84.498657227,,2.0693454742,166.1137085,,
550.768,2.0037944317,85.03578186,,2.0842313766,166.94146729,,
550.92,2.018389225,83.12349700899999,,2.0735974312,167.11653137,,
551.072,2.0278875828,82.398643494,,2.1043622494,167.13287354,,
551.224,2.0292999744,81.394363403,,2.16168046,167.12683105,,
551.376,2.0255682468,81.675804138,,2.2223992348,166.6373291,,
551.528,2.01603055,83.470344543,,2.2448401451,168.81738281,,
551.68,1.9994695187,84.57949829100001,,2.2539484501,169.46620178,,
551.832,1.9805835485,84.929603577,,2.2329390049,170.15632629,,
551.984,1.9651423693,83.98943328899999,,2.187625885,172.2116394,,
552.136,1.9539315701,82.83316803,,2.1275932789,173.39424133,,
552.288,1.9460055828,83.348129272,,2.1509437561,173.55705261,,
552.44,1.9469630718,82.953521729,,2.2331905365,174.62733459,,
552.592,1.9545826912,83.36895752,,2.3062067032,174.43704224,,
552.744,1.9621412754,82.858108521,,2.3427171707,174.92655945,,
552.896,1.968377471,80.91229248,,2.3460228443,175.0464325,,
553.048,1.9748051167,79.52130127,,2.3566789627,173.800354,,
553.2,1.9833902121,78.073181152,,2.3522775173,171.684021,,
553.352,1.9931641817,78.98316192600001,,2.3518984318,170.26742554,,
553.504,2.0011510849,80.769927979,,2.3585915565,170.00207519999995,,
553.656,2.0027732849,80.471588135,,2.3663401604,169.15565491,,
553.808,1.9985165596,77.797233582,,2.3734030724,170.01771545,,
553.96,1.9978044033,78.81048584,,2.3772928715,170.47575378,,
554.112,1.9978883266,80.525932312,,2.3526201248,170.72944641,,
554.264,1.9982066154,81.73770141600001,,2.3249101639,170.50526428,,
554.4159999999998,1.9933737516,78.818580627,,2.3161377907,170.00338745,,
554.568,1.9808101654,76.29712677,,2.3099384308,168.19969177,,
554.72,1.9633898735,76.702293396,,2.3021166325,166.22393799,,
554.872,1.9517239332,77.947921753,,2.3155648708000003,165.22439575,,
555.024,1.9553513527,79.497558594,,2.3236575127,164.85237122,,
555.1759999999998,1.9550111294,81.94039917,,2.3291442394,165.40719604,,
555.328,1.9423412085,82.28175354,,2.3182935715,166.37103271,,
555.48,1.938813448,80.981201172,,2.3134622574,166.88078308,,
555.632,1.952858448,78.56388855,,2.3301393986,166.24835205,,
555.784,1.9662390947,78.710670471,,2.3433530331,165.56546021,,
555.936,1.9718592167,81.543685913,,2.329313755,164.36581421,,
556.0880000000002,1.9774017334,80.931259155,,2.3015472889,164.83839417,,
556.24,1.9933307171,75.970176697,,2.2309880257,164.58607483,,
556.3919999999998,2.0102841854,71.86885833699999,,2.1912083626,164.28250122,,
556.544,2.0209236145,70.433624268,,2.1620919704,164.01501465,,
556.696,2.0306994915,71.921340942,,2.1572852135,163.47901917,,
556.8480000000002,2.0435943604,73.13005828899999,,2.1849730015,163.42459106,,
557.0,2.0508000851,75.48971557600001,,2.1895000935,164.30490112,,
557.1519999999998,2.0455787182,77.213111877,,2.1707451344,164.40692139,,
557.304,2.0358047485,77.051963806,,2.1180355549,164.96269226,,
557.456,2.0260834694,76.48488616899999,,2.0972425938,164.47502136,,
557.6080000000002,2.0265908241,77.032348633,,2.1238303185,163.5632019,,
557.76,2.0311999321000003,78.47844696,,2.1978776455,163.37236023,,
557.9119999999998,2.0311999321000003,76.609474182,,2.2469069958000003,163.13331604,,
558.064,2.0241708755000003,75.301261902,,2.2451989651,164.16377258,,
558.216,2.0095787048,75.264396667,,2.2339558601,165.76731873,,
558.368,1.9894673824,77.14927673300001,,2.2306804657,166.34840393,,
558.52,1.9700673819,79.118186951,,2.2322566509,166.92733765,,
558.672,1.9623934031,80.143226624,,2.2186732292,167.90870667,,
558.8240000000002,1.9693083763,82.66543579100001,,2.2178385258,168.0521698,,
558.976,1.9834179878,83.060523987,,2.2491192818,168.9047699,,
559.128,1.9921448231,82.187835693,,2.2627332211,170.032547,,
559.28,1.9970264435,81.101493835,,2.2344732285,168.90049744,,
559.432,2.002910614,81.173362732,,2.1695535183000003,168.082901,,
559.5840000000002,2.0078144073,81.820472717,,2.1095292568,167.64537048,,
559.736,2.0097999573,80.764457703,,2.0996000767,168.2306366,,
559.888,2.0069339275,79.517776489,,2.1394164562,169.667099,,
560.04,2.0076682568,79.901634216,,2.2061333656,171.04512024,,
560.192,2.0126609802,81.09008789100001,,2.2539660931,170.90565491,,
560.344,2.0146079063,81.00832366899999,,2.2754368782,170.71682739,,
560.496,2.0118937492,79.773094177,,2.2706446648,170.16340637,,
560.648,2.0105876923,78.506874084,,2.2676000595,169.49485779,,
560.8,2.0118675232,77.082931519,,2.2666604519,168.89149475,,
560.952,2.0070436001,78.690917969,,2.2528457642,168.78186035,,
561.104,2.0039000511,81.606834412,,2.2165119648,169.503479,,
561.256,2.0066251755,83.131408691,,2.2058589458,169.85899353,,
561.408,2.0160479546000003,81.811279297,,2.2334480286,170.00759888,,
561.56,2.0198357105,78.992179871,,2.272862196,170.35342407,,
561.712,2.0147368908,79.699577332,,2.2949373722,170.24557495,,
561.864,2.0101771355,78.03427124,,2.2770152092,170.5574646,,
562.016,2.0076510906,76.905570984,,2.2581000328,170.26879883,,
562.168,2.0106480122,73.944519043,,2.2136249542,170.06311035,,
562.32,2.0143177509,73.018981934,,2.1879093647,171.07955933,,
562.472,2.0193200111,74.099357605,,2.2142999172,172.6847229,,
562.624,2.0163710117,75.31169891399999,,2.2567715645,173.44786072,,
562.776,2.0064015388,75.841957092,,2.2921285629,174.08126831,,
562.928,2.0011339188,73.450309753,,2.2444880009,172.62780762,,
563.08,1.9974606037,72.597297668,,2.179381609,171.57383728,,
563.232,1.9886676073,74.183898926,,2.1470611095,171.71229553,,
563.384,1.981400013,77.37827301,,2.1345582008,172.79968262,,
563.536,1.9892604351,79.157714844,,2.1627039909,174.29223633,,
563.688,2.0008404255000003,80.049888611,,2.177895546,174.88018799,,
563.84,2.0027933121,80.339881897,,2.2042653561,173.56539917,,
563.992,2.0018670559,81.95008850100001,,2.1747760773,170.40560913,,
564.144,1.9989999533,81.675094604,,2.1371901035,167.70788574,,
564.2959999999998,1.9978122711,78.441551208,,2.1374063492,167.37597656,,
564.448,1.9949198961,75.891807556,,2.1478931904,167.95196533,,
564.6,1.9916234016,75.768600464,,2.1770138741,168.27217102,,
564.752,1.9920307398,78.83374023399999,,2.1890661716,168.03935242,,
564.904,1.9976557493,81.22740173300001,,2.1789529324,166.64888,,
565.056,2.0015454292,79.181518555,,2.1485877037,164.96699524,,
565.2080000000002,2.0008296967,77.85438537600001,,2.1231834888,165.04515076,,
